run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0074,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,LC-20260601-046,art_f2aa7210fded1e3c,valid,GP / Capital Activity,,repeat_penalized,2026-05-15,2026-06-01,17,stale_15_30d,stale_penalized,published date parsed; article age 17 day(s),35,accessible,El-Ad Pays $45.5M for Coconut Grove Property,Sun Belt,Miami,Apartment,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,17,73,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260601-006,art_da529bee74e42944,valid,Development Activity,,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,70,accessible,Entitlement / Permitting - Los Angeles - 150 apartments debut at 549 S. Harvard Blvd. in Koreatown,California,Los Angeles,Affordable Housing,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,29,72,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/150-apartments-debut-549-s-harvard-blvd-koreatown,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260601-007,art_f775b4e9c4c3ac78,valid,Development Activity,,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,62,accessible,General Project Signal - Los Angeles - Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,California,Los Angeles,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,29,72,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,Urbanize LA,https://la.urbanize.city/post/affordable-housing-slated-1418-s-mansfield-ave-mid-city,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0053,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,80,LC-20260601-009,art_da529bee74e42944,valid,Development Activity,,acceptable_repeat,2026-05-29,2026-06-01,3,fresh_0_3d,current,published date parsed; article age 3 day(s),70,accessible,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,California,Koreatown,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,34,71,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/150-apartments-debut-549-s-harvard-blvd-koreatown,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0102,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,80,LC-20260601-031,art_3d0a17b77c17402f,valid,Development Activity,,acceptable_repeat,2026-05-30,2026-06-01,2,fresh_0_3d,current,published date parsed; article age 2 day(s),74,accessible,CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Other / Unknown,Unknown,Affordable Housing,Unknown,Unknown,Delivery / Opening,construction_delivery_watch,matched broke ground,Delivery / Opening,Mature / Operating,20,71,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Construction started; Affordable / Density Bonus Strategy; 2024,CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Yield PRO,https://yieldpro.com/2026/05/homestead-landing-apartments/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0044,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",80,LC-20260601-010,art_aac28584f7614e52,valid,GP / Capital Activity,,acceptable_repeat,2026-05-29,2026-06-01,3,fresh_0_3d,current,published date parsed; article age 3 day(s),70,accessible,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",California,Unknown,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,34,70,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; 2026,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",Connect CRE,https://www.connectcre.com/stories/covina-apartments-trade-on-in-place-cash-flow-rental-upside/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260601-019,art_a7fdd8493624e02a,valid,Development Activity,,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,70,accessible,Entitlement / Permitting - Los Angeles - Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,California,Los Angeles,Apartment,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,29,69,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,Urbanize LA,https://la.urbanize.city/post/infill-housing-slated-349-n-oakhurst-ave-beverly-hills,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0119,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,80,LC-20260601-028,art_6b6db89b16247e2b,valid,GP / Capital Activity,,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,74,accessible,Refinancing - Other / Unknown - $46M Bridge Loan Refinances Newly Built Moreno Valley Apartments Villa Annette,Unknown,Unknown,Apartment,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,Refinancing / Recapitalization,Mature / Operating,55,68,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,$46M Bridge Loan Refinances Newly Built Moreno Valley Apartments Villa Annette,Yield PRO,https://yieldpro.com/2026/05/villa-annette/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260601-029,art_aac28584f7614e52,valid,GP / Capital Activity,,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,70,accessible,"Disposition / Exit - Los Angeles - Covina Apartments Trade on In-Place Cash Flow, Rental Upside",California,Los Angeles,Apartment,Unknown,Unknown,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,29,68,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",Connect CRE,https://www.connectcre.com/stories/covina-apartments-trade-on-in-place-cash-flow-rental-upside/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260601-027,art_6477eaff7569fbe9,suspicious_duplicate,Development Activity,GP / Capital Activity,repeat_penalized,,,,unknown_date,unknown_date_review,derived row did not carry source published date,54,accessible,"JV / Partnership - Los Angeles - RAND reviews ULA impacts, Mayor's race focuses on housing, and more",California,Los Angeles,Affordable Housing,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,29,68,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"RAND reviews ULA impacts, Mayor's race focuses on housing, and more",Urbanize LA,https://la.urbanize.city/post/rand-reviews-ula-impacts-mayors-race-focuses-housing-and-more,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0044,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",80,LC-20260601-036,art_1cf4b76f3046105a,valid,GP / Capital Activity,,repeat_penalized,,,,unknown_date,unknown_date_review,derived row did not carry source published date,55,accessible,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,California,Senior Housing,Unknown,JLL,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,56,66,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,JLL Arranges $252M Financing for Huntington Beach Seniors Project,Connect CRE Orange County,https://www.connectcre.com/stories/jll-arranges-252m-financing-for-huntington-beach-seniors-project/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0037,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260601-032,art_254005ddeadd9f56,valid,Development Activity,,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,74,accessible,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Sun Belt,Atlanta,Mixed-Use Residential,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,27,66,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Yield PRO,https://yieldpro.com/2026/05/embassy-row/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0084,Office-to-Residential Conversion - New York - Speaker Spotlight: Adam Greene of RXR,100,LC-20260601-056,art_25a1b6f9d2efb599,valid,Development Activity,,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,70,accessible,Office-to-Residential Conversion - New York - Speaker Spotlight: Adam Greene of RXR,New York,New York,Office-to-Residential Conversion,RXR,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,18,66,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Office-to-Residential Conversion; No explicit timing reference,Speaker Spotlight: Adam Greene of RXR,Commercial Observer,https://commercialobserver.com/2026/05/speaker-spotlight-adam-greene-of-rxr/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0037,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260601-074,art_e60c8ea567aa8fb8,valid,GP / Capital Activity,,repeat_penalized,,,,unknown_date,unknown_date_review,derived row did not carry source published date,55,accessible,Refinancing - Sun Belt - Georgia Tech Student Housing Investors Ink Refi,Sun Belt,Atlanta,Student Housing,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,Refinancing / Recapitalization,Mature / Operating,50,65,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Georgia Tech Student Housing Investors Ink Refi,Connect CRE Atlanta,https://www.connectcre.com/stories/georgia-tech-student-housing-investors-ink-refi/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0049,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,LC-20260601-040,art_4cc2b5705959ef00,valid,Development Activity,GP / Capital Activity,repeat_penalized,,,,unknown_date,unknown_date_review,derived row did not carry source published date,35,accessible,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,Florida,Apartment,Unknown,Berkadia,Refinancing / Recapitalization,excluded,excluded financing-only article: bridge loan,Refinancing / Recapitalization,Mature / Operating,55,64,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Connect CRE South Florida,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0037,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260601-045,art_254005ddeadd9f56,valid,Development Activity,,acceptable_repeat,2026-05-30,2026-06-01,2,fresh_0_3d,current,published date parsed; article age 2 day(s),74,accessible,Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Sun Belt,Atlanta,Mixed-Use Residential,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,32,62,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Yield PRO,https://yieldpro.com/2026/05/embassy-row/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260601-048,art_48986859dcaa29d2,valid,Development Activity,,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,70,accessible,Disposition / Exit - Los Angeles - Metro breaks ground on North Hollywood - Pasadena BRT line,California,Los Angeles,General Residential,Unknown,Unknown,Unknown Stage,construction_delivery_watch,matched breaks ground,Unknown Stage,Reappearing,27,62,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Metro breaks ground on North Hollywood - Pasadena BRT line,Urbanize LA,https://la.urbanize.city/post/metro-breaks-ground-north-hollywood-pasadena-brt-line,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0044,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",80,LC-20260601-050,art_3fa929e9665efef9,valid,GP / Capital Activity,,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,70,accessible,Disposition / Exit - California - Carlsbad Lifestyle Center Fetches $91M in Sale to 11North,California,California,General Residential,Unknown,JLL,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,26,62,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Carlsbad Lifestyle Center Fetches $91M in Sale to 11North,Connect CRE,https://www.connectcre.com/stories/carlsbad-lifestyle-center-fetches-91m-in-sale-to-11north/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0074,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,LC-20260601-047,art_8c9207386c7ebe94,valid,Development Activity,GP / Capital Activity,repeat_penalized,,,,unknown_date,unknown_date_review,derived row did not carry source published date,58,accessible,Acquisition - Sun Belt - Miami Apartments Trade for $109.9M,Sun Belt,Miami,Apartment,Unknown,Unknown,Vertical Construction,construction_delivery_watch,matched broke ground,Vertical Construction,Reappearing,13,62,Unknown Timing,Low,Low,Medium,Low,General monitoring,"Benchmark construction timeline, sponsor execution, and delivery risk",Vertical Construction; Construction started; Development Start; broke ground,Miami Apartments Trade for $109.9M,Connect CRE South Florida,https://www.connectcre.com/stories/miami-apartments-trade-for-109-9m/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0037,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260601-051,art_fe54334ec3b83a18,valid,Development Activity,,repeat_penalized,,,,unknown_date,unknown_date_review,derived row did not carry source published date,55,accessible,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Redevelopment,Sun Belt,Atlanta,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,26,61,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Insignia Pursuing Embassy Row Redevelopment,Connect CRE Atlanta,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0037,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260601-052,art_fe54334ec3b83a18,valid,Development Activity,,repeat_penalized,2026-05-20,2026-06-01,12,recent_4_14d,usable_recent,published date parsed; article age 12 day(s),55,accessible,Insignia Pursuing Embassy Row Redevelopment,Sun Belt,Atlanta,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,31,60,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; 2026,Insignia Pursuing Embassy Row Redevelopment,Connect CRE Atlanta,https://www.connectcre.com/stories/insignia-pursuing-embassy-row-redevelopment/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0037,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260601-063,art_0447996f7756bd32,valid,Article Feed,,acceptable_repeat,2026-05-28,2026-06-01,4,recent_4_14d,usable_recent,published date parsed; article age 4 day(s),66,accessible,Portman Targeting Duluth for Mixed-Use Project,Sun Belt,Atlanta,Mixed-Use Residential,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Newly Detected,21,57,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,Portman Targeting Duluth for Mixed-Use Project,Connect CRE Atlanta,https://www.connectcre.com/stories/portman-targeting-duluth-for-mixed-use-project/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0085,"Construction Financing - New York - Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",80,LC-20260601-055,art_21ec5d9869d4e7cb,valid,Development Activity,GP / Capital Activity,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,78,accessible,Refinancing - New York - Affinius Capital Led Joint Venture Closes $3.5B Acquisition of Veris Residential,New York,New York,Multifamily,Unknown,Unknown,Delivery / Opening,construction_delivery_watch,matched completed,Delivery / Opening,Mature / Operating,36,56,Unknown Timing,Low,High,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Completed / opened; Refinancing / Recapitalization; completed,Affinius Capital Led Joint Venture Closes $3.5B Acquisition of Veris Residential,Yield PRO,https://yieldpro.com/2026/05/102-fleet-in-brooklyn/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0037,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260601-066,art_b9f4fec6ff1a59c0,valid,Development Activity,,repeat_penalized,,,,unknown_date,unknown_date_review,derived row did not carry source published date,5,accessible,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,Sun Belt,Atlanta,Apartment,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,25,56,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Cambridge Properties Bringing New Life to Aging Charlotte Center,Connect CRE Charlotte,https://www.connectcre.com/stories/cambridge-properties-bringing-new-life-to-aging-center/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0074,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,LC-20260601-041,art_f2aa7210fded1e3c,valid,GP / Capital Activity,,repeat_penalized,,,,unknown_date,unknown_date_review,derived row did not carry source published date,35,accessible,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Sun Belt,Miami,Apartment,Unknown,Berkadia,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,27,53,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0104,General Project Signal - Sun Belt - Empire Group Starts Work on $170M Phoenix Apartment Tower,80,LC-20260601-043,art_216836fb3c56bcd4,valid,GP / Capital Activity,Market Intelligence,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,62,accessible,General Project Signal - Sun Belt - Empire Group Starts Work on $170M Phoenix Apartment Tower,Sun Belt,Phoenix,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,27,52,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Empire Group Starts Work on $170M Phoenix Apartment Tower,Connect CRE Phoenix,https://www.connectcre.com/stories/empire-group-starts-work-on-170m-phoenix-apartment-tower/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0105,JV / Partnership - New York - IPA Arranges $27M Acquisition Loan for Apartment Community in D.C’s NoMa District,80,LC-20260601-044,art_1b2c5fd79ed909b2,valid,GP / Capital Activity,,acceptable_repeat,,,,unknown_date,unknown_date_review,derived row did not carry source published date,70,accessible,JV / Partnership - New York - IPA Arranges $27M Acquisition Loan for Apartment Community in D.C’s NoMa District,New York,Southeast,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,27,52,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,IPA Arranges $27M Acquisition Loan for Apartment Community in D.C’s NoMa District,REBusiness Online,https://rebusinessonline.com/ipa-arranges-27m-acquisition-loan-for-apartment-community-in-d-cs-noma-district/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0069,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260601-078,,,,,,,,,unknown_date,unknown_date_review,derived row did not carry source published date,,,Scissor stairs may lower Washington multifamily building costs,Other / Unknown,Los Angeles,Multifamily,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,22,51,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Scissor stairs may lower Washington multifamily building costs,HousingWire,https://www.housingwire.com/articles/scissor-stairs-washington-costs/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0102,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,80,LC-20260601-054,art_4b4df5a6eddd4ce9,valid,Development Activity,GP / Capital Activity,acceptable_repeat,2026-05-31,2026-06-01,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily Affordable Housing Apartments,Other / Unknown,Unknown,Affordable Housing,Unknown,Unknown,Unknown Stage,construction_delivery_watch,matched occupancy,Unknown Stage,Unknown,31,50,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; in 2001,Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily Affordable Housing Apartments,Yield PRO,https://yieldpro.com/2026/05/downtown-denver-ymca/,Medium
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0037,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,80,LC-20260601-058,art_0e098398faf68614,valid,Article Feed,,acceptable_repeat,2026-05-30,2026-06-01,2,fresh_0_3d,current,published date parsed; article age 2 day(s),74,accessible,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,Sun Belt,Atlanta,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Unknown,31,49,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,Yield PRO,https://yieldpro.com/2026/05/palmer-club-apartments/,Low
2026-06-01,20260601-012139-c701e5e3,PRJ-20260601-0049,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,LC-20260601-059,art_577251798106bbfb,valid,Development Activity,GP / Capital Activity,repeat_penalized,,,,unknown_date,unknown_date_review,derived row did not carry source published date,40,accessible,Acquisition - Florida - Aventon to Build 270-Unit Port Richey Rental Community,Florida,Florida,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,25,49,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Aventon to Build 270-Unit Port Richey Rental Community,Connect CRE Apartments,https://www.connectcre.com/stories/aventon-to-build-270-unit-port-richey-rental-community/,Low
